,Label,Checkpoint,OriginalLoss,AblatedLoss,AblationIncrease
2376,L4N45,79,2.9953629112243654,2.999216356277466,0.0038534450531004794
2377,L5N1712,79,2.9953629112243654,2.9955710983276367,0.00020818710327130674
2378,L5N1336,79,2.9953629112243654,3.020632839202881,0.02526992797851557
2379,L5N389,79,2.9953629112243654,3.002105031013489,0.006742119789123535
2380,L5N1225,79,2.9953629112243654,2.9971898221969604,0.0018269109725950194
2381,L5N592,79,2.9953629112243654,2.9954608058929444,9.789466857901274e-05
2382,L3N1542,79,2.9953629112243654,2.9958972549438476,0.0005343437194822442
2383,L5N1272,79,2.9953629112243654,2.9971726989746093,0.0018097877502438742
2384,L5N1638,79,2.9953629112243654,2.995370283126831,7.371902465802549e-06
2385,L5N1331,79,2.9953629112243654,2.995655269622803,0.0002923583984375533
2386,L5N725,79,2.9953629112243654,2.9955598735809326,0.0001969623565671874
2387,L4N1271,79,2.9953629112243654,2.996650013923645,0.0012871026992797852
2388,L4N482,79,2.9953629112243654,3.0155285596847534,0.02016564846038804
2389,L4N1601,79,2.9953629112243654,2.996246418952942,0.0008835077285764825
2390,L4N768,79,2.9953629112243654,2.996287913322449,0.0009250020980835494
2391,L5N432,79,2.9953629112243654,2.995336208343506,-2.6702880859375e-05
2392,L3N60,79,2.9953629112243654,3.0018248319625855,0.0064619207382201616
2393,L5N1212,79,2.9953629112243654,2.9953731870651246,1.0275840759188526e-05
2394,L5N1453,79,2.9953629112243654,2.9959117794036865,0.0005488681793210937
2395,L5N1693,79,2.9953629112243654,2.997735047340393,0.002372136116027601
2396,L4N2014,79,2.9953629112243654,2.9951550245285032,-0.00020788669586213615
2397,L5N785,79,2.9953629112243654,3.0026948499679564,0.00733193874359106
2398,L5N1787,79,2.9953629112243654,2.996022229194641,0.0006593179702756302
2399,L5N1086,79,2.9953629112243654,2.995563521385193,0.00020061016082761896
2400,L3N669,80,2.9777411365509034,3.2384362173080445,0.2606950807571411
2401,L5N395,80,2.9777411365509034,3.039679961204529,0.061938824653625435
2402,L5N1655,80,2.9777411365509034,2.9777968978881835,5.576133728002475e-05
2403,L4N1276,80,2.9777411365509034,2.978624029159546,0.0008828926086423827
2404,L5N444,80,2.9777411365509034,2.9891100931167602,0.011368956565856791
2405,L5N1599,80,2.9777411365509034,2.9790680980682374,0.0013269615173339133
2406,L4N45,80,2.9777411365509034,2.985396285057068,0.007655148506164444
2407,L5N1712,80,2.9777411365509034,2.9778580617904664,0.00011692523956297052
2408,L5N1336,80,2.9777411365509034,3.016660294532776,0.0389191579818724
2409,L5N389,80,2.9777411365509034,2.9873283815383913,0.009587244987487864
2410,L5N1225,80,2.9777411365509034,2.978844256401062,0.0011031198501587625
2411,L5N592,80,2.9777411365509034,2.9779837322235108,0.0002425956726073153
2412,L3N1542,80,2.9777411365509034,2.9783202028274536,0.0005790662765501331
2413,L5N1272,80,2.9777411365509034,2.978475766181946,0.0007346296310424272
2414,L5N1638,80,2.9777411365509034,2.9777659463882444,2.480983734098885e-05
2415,L5N1331,80,2.9777411365509034,2.977814645767212,7.35092163086648e-05
2416,L5N725,80,2.9777411365509034,2.9777782773971557,3.7140846252281534e-05
2417,L4N1271,80,2.9777411365509034,2.979165120124817,0.0014239835739133788
2418,L4N482,80,2.9777411365509034,2.9957016944885253,0.017960557937621857
2419,L4N1601,80,2.9777411365509034,2.9786073303222658,0.0008661937713623225
2420,L4N768,80,2.9777411365509034,2.9781969833374022,0.0004558467864987925
2421,L5N432,80,2.9777411365509034,2.9781531143188475,0.000411977767944105
2422,L3N60,80,2.9777411365509034,2.980890598297119,0.003149461746215554
2423,L5N1212,80,2.9777411365509034,2.977807278633118,6.61420822143377e-05
2424,L5N1453,80,2.9777411365509034,2.978455638885498,0.000714502334594691
2425,L5N1693,80,2.9777411365509034,2.98243079662323,0.004689660072326518
2426,L4N2014,80,2.9777411365509034,2.9775549507141115,-0.00018618583679197442
2427,L5N785,80,2.9777411365509034,2.9857436180114747,0.008002481460571254
2428,L5N1787,80,2.9777411365509034,2.978662362098694,0.0009212255477906162
2429,L5N1086,80,2.9777411365509034,2.977656865119934,-8.427143096945144e-05
2430,L3N669,81,2.9744595193862917,3.2326836013793945,0.25822408199310276
2431,L5N395,81,2.9744595193862917,3.0383444452285766,0.06388492584228489
2432,L5N1655,81,2.9744595193862917,2.9745577001571655,9.818077087375698e-05
2433,L4N1276,81,2.9744595193862917,2.976598334312439,0.0021388149261474254
2434,L5N444,81,2.9744595193862917,2.9855358839035033,0.011076364517211612
2435,L5N1599,81,2.9744595193862917,2.976037998199463,0.0015784788131711913
2436,L4N45,81,2.9744595193862917,2.9809868860244753,0.0065273666381835405
2437,L5N1712,81,2.9744595193862917,2.974605669975281,0.0001461505889892578
2438,L5N1336,81,2.9744595193862917,2.999535040855408,0.02507552146911607
2439,L5N389,81,2.9744595193862917,2.9877973985671997,0.013337879180908008
2440,L5N1225,81,2.9744595193862917,2.975069327354431,0.0006098079681393642
2441,L5N592,81,2.9744595193862917,2.9746714878082274,0.0002119684219357154
2442,L3N1542,81,2.9744595193862917,2.9751548910140992,0.0006953716278075284
2443,L5N1272,81,2.9744595193862917,2.9766096258163453,0.0021501064300535333
2444,L5N1638,81,2.9744595193862917,2.974447183609009,-1.2335777282768134e-05
2445,L5N1331,81,2.9744595193862917,2.974494290351868,3.477096557613635e-05
2446,L5N725,81,2.9744595193862917,2.9742803716659547,-0.00017914772033700288
2447,L4N1271,81,2.9744595193862917,2.9762284564971924,0.001768937110900648
2448,L4N482,81,2.9744595193862917,2.987415814399719,0.012956295013427432
2449,L4N1601,81,2.9744595193862917,2.975891213417053,0.0014316940307614878
2450,L4N768,81,2.9744595193862917,2.975292191505432,0.0008326721191402875
2451,L5N432,81,2.9744595193862917,2.9745990324020384,0.00013951301574666175
2452,L3N60,81,2.9744595193862917,2.978241744041443,0.0037822246551511007
2453,L5N1212,81,2.9744595193862917,2.9745204067230224,6.088733673070834e-05
2454,L5N1453,81,2.9744595193862917,2.975180368423462,0.0007208490371701792
2455,L5N1693,81,2.9744595193862917,2.9788875436782836,0.00442802429199185
2456,L4N2014,81,2.9744595193862917,2.974215021133423,-0.00024449825286865234
2457,L5N785,81,2.9744595193862917,2.9834644746780397,0.00900495529174794
2458,L5N1787,81,2.9744595193862917,2.9754983043670653,0.0010387849807735883
2459,L5N1086,81,2.9744595193862917,2.974626636505127,0.00016711711883532487
2460,L3N669,82,2.981096205711365,3.253306283950806,0.272210078239441
