Checkpoint,German Loss,English Loss
0,11.13244342803955,11.058565139770508
0,10.990517616271973,11.06047248840332
0,11.106818199157715,11.052787780761719
0,10.993817329406738,11.054685592651367
0,11.018182754516602,11.032109260559082
0,11.016518592834473,11.00841236114502
0,11.083769798278809,11.098785400390625
0,11.039351463317871,11.060340881347656
0,11.013785362243652,11.067156791687012
0,11.069235801696777,11.066153526306152
0,10.993669509887695,11.039687156677246
0,11.07870101928711,11.113754272460938
0,10.990797996520996,11.02110767364502
0,11.031394004821777,11.065396308898926
0,10.996023178100586,10.987302780151367
0,11.02338981628418,11.029585838317871
0,10.981000900268555,11.006032943725586
0,10.853277206420898,10.99632453918457
0,11.001328468322754,11.008889198303223
0,11.071330070495605,11.09751033782959
0,11.04437255859375,11.226725578308105
0,11.016267776489258,11.051278114318848
0,10.99145221710205,11.097054481506348
0,11.164071083068848,11.005477905273438
0,11.057283401489258,11.093870162963867
0,11.010614395141602,11.022223472595215
0,11.027520179748535,11.036389350891113
0,11.0435791015625,11.001112937927246
0,11.127852439880371,11.035236358642578
0,11.070751190185547,11.063178062438965
0,11.014193534851074,11.041463851928711
0,11.078907012939453,11.047731399536133
0,11.11463737487793,11.071599960327148
0,11.083559036254883,11.028393745422363
0,11.065913200378418,11.077513694763184
0,11.061455726623535,11.050654411315918
0,10.963817596435547,11.007767677307129
0,10.995165824890137,11.002680778503418
0,10.880573272705078,11.06336784362793
0,11.069807052612305,11.101007461547852
0,11.039435386657715,11.075701713562012
0,11.004197120666504,11.056241035461426
0,11.048102378845215,11.04244613647461
0,11.057029724121094,11.03361701965332
0,11.059017181396484,11.058233261108398
0,11.055315017700195,11.045259475708008
0,11.032968521118164,11.13142204284668
0,11.088586807250977,11.040173530578613
0,11.118010520935059,10.999616622924805
0,11.023529052734375,11.047582626342773
0,11.041714668273926,11.115478515625
0,11.000951766967773,11.015724182128906
0,10.992570877075195,11.023316383361816
0,11.0208158493042,11.028482437133789
0,11.017590522766113,10.913227081298828
0,11.007824897766113,11.047953605651855
0,11.027070999145508,10.995244979858398
0,11.006830215454102,11.010725021362305
0,10.968897819519043,10.99378490447998
0,11.07003402709961,11.092440605163574
0,11.038869857788086,11.040645599365234
0,11.07359504699707,11.109621047973633
0,11.019726753234863,10.972943305969238
0,11.051661491394043,11.059675216674805
0,11.06680965423584,11.037002563476562
0,11.003457069396973,11.051900863647461
0,11.030818939208984,11.031888008117676
0,10.986401557922363,11.062583923339844
0,10.991918563842773,10.965668678283691
0,10.995957374572754,10.98690128326416
0,11.045622825622559,11.097177505493164
0,11.011419296264648,11.032549858093262
0,10.989025115966797,11.09117317199707
0,10.96987247467041,11.070402145385742
0,11.093277931213379,11.017462730407715
0,11.021391868591309,11.010186195373535
0,11.076393127441406,10.976853370666504
0,11.037086486816406,11.091510772705078
0,11.011054039001465,11.18775463104248
0,11.047633171081543,11.072798728942871
0,11.038095474243164,11.024628639221191
0,11.033084869384766,11.052430152893066
0,11.018899917602539,11.156712532043457
0,11.037575721740723,10.993142127990723
0,11.065839767456055,10.939729690551758
0,10.98112678527832,11.0746431350708
0,11.000664710998535,10.991644859313965
0,11.029754638671875,11.056520462036133
0,11.080977439880371,11.078178405761719
0,10.983343124389648,11.028254508972168
0,11.015426635742188,10.941451072692871
0,11.132997512817383,11.075353622436523
0,11.00186538696289,11.07978630065918
0,11.045753479003906,11.079118728637695
0,10.978609085083008,11.103206634521484
0,11.044381141662598,11.040985107421875
0,11.014066696166992,10.997170448303223
0,11.045622825622559,11.053678512573242
0,11.042182922363281,10.984661102294922
0,11.005290985107422,11.044136047363281
0,11.072465896606445,11.053553581237793
0,11.069647789001465,11.057136535644531
0,11.128251075744629,11.086981773376465
0,11.017278671264648,11.050427436828613
0,10.841512680053711,10.99724292755127
0,11.086755752563477,11.064088821411133
0,11.029261589050293,11.069515228271484
0,11.057415962219238,11.078936576843262
0,10.986248970031738,11.050790786743164
0,11.022339820861816,11.055788040161133
0,10.981536865234375,10.962688446044922
0,11.020295143127441,11.018786430358887
0,11.011544227600098,11.145195007324219
0,10.964316368103027,11.051801681518555
0,11.028470039367676,11.048897743225098
0,11.0496187210083,11.071646690368652
0,11.024344444274902,11.052408218383789
0,11.034812927246094,11.029703140258789
0,11.046627044677734,11.07863712310791
0,11.008644104003906,10.992546081542969
0,11.068385124206543,11.041766166687012
0,11.042631149291992,11.012551307678223
0,11.010038375854492,11.080859184265137
0,11.0352201461792,11.129918098449707
0,10.991901397705078,11.089238166809082
0,11.046502113342285,11.046163558959961
0,11.101008415222168,11.103869438171387
0,11.038337707519531,11.063559532165527
0,11.011707305908203,11.079894065856934
0,11.024950981140137,11.091139793395996
0,11.036871910095215,11.103288650512695
0,11.01313591003418,11.04747486114502
0,11.037026405334473,11.042715072631836
0,11.00604248046875,11.024638175964355
0,11.044541358947754,11.119264602661133
0,11.034125328063965,10.967061996459961
0,11.052992820739746,11.066286087036133
0,11.013996124267578,11.113727569580078
0,11.043702125549316,11.078082084655762
0,10.987977981567383,11.029481887817383
0,11.015274047851562,11.00966739654541
0,11.089293479919434,11.07757568359375
0,11.155184745788574,11.052923202514648
0,11.000994682312012,11.109573364257812
0,11.072836875915527,11.067355155944824
0,10.965081214904785,11.05036449432373
0,11.059876441955566,11.040054321289062
0,11.038373947143555,11.063521385192871
0,11.028738975524902,10.97728157043457
0,11.004892349243164,11.056824684143066
0,11.047452926635742,11.100707054138184
0,10.867207527160645,11.098490715026855
0,11.024598121643066,11.092084884643555
0,11.040799140930176,11.076250076293945
0,11.000513076782227,11.064909934997559
0,11.045012474060059,11.129108428955078
0,11.071260452270508,11.01656436920166
0,11.033870697021484,11.049397468566895
0,11.050756454467773,11.06359577178955
0,10.95998764038086,11.040213584899902
0,10.991415977478027,11.03298282623291
0,11.081501960754395,11.039424896240234
0,10.9641752243042,11.053773880004883
0,11.01076889038086,11.056598663330078
0,11.068248748779297,11.142870903015137
0,11.044331550598145,11.051704406738281
0,10.986834526062012,11.036077499389648
0,10.992057800292969,11.01850414276123
0,11.01999568939209,11.039460182189941
0,11.047242164611816,10.970386505126953
0,11.005006790161133,11.042847633361816
0,11.012700080871582,11.008333206176758
0,11.071375846862793,11.021297454833984
0,11.086173057556152,11.079179763793945
0,11.005852699279785,11.067604064941406
0,11.020986557006836,11.089200973510742
0,11.020561218261719,11.028987884521484
0,11.041857719421387,11.08630084991455
0,10.957993507385254,11.071749687194824
0,11.02553653717041,11.078653335571289
0,11.039504051208496,11.092496871948242
0,10.820490837097168,11.037656784057617
0,11.043107032775879,11.110223770141602
0,10.859197616577148,11.059075355529785
0,11.014452934265137,11.100485801696777
0,10.999428749084473,11.05543327331543
0,11.026830673217773,11.065314292907715
0,10.996479034423828,11.027883529663086
0,10.947032928466797,11.060977935791016
0,11.033047676086426,11.086594581604004
0,10.994135856628418,10.995185852050781
0,11.071152687072754,11.084412574768066
0,10.985373497009277,11.078967094421387
0,10.917313575744629,11.05119800567627
0,10.99200439453125,11.028169631958008
0,11.046744346618652,11.056583404541016
0,10.985833168029785,11.01391315460205
0,11.046257972717285,11.042098045349121
0,11.087788581848145,10.996919631958008
0,11.001100540161133,11.020355224609375
1,11.13244342803955,11.058565139770508
1,10.990517616271973,11.06047248840332
1,11.106818199157715,11.052787780761719
1,10.993817329406738,11.054685592651367
1,11.018182754516602,11.032109260559082
1,11.016518592834473,11.00841236114502
1,11.083769798278809,11.098785400390625
1,11.039351463317871,11.060340881347656
1,11.013785362243652,11.067156791687012
1,11.069235801696777,11.066153526306152
1,10.993669509887695,11.039687156677246
1,11.07870101928711,11.113754272460938
1,10.990797996520996,11.02110767364502
1,11.031394004821777,11.065396308898926
1,10.996023178100586,10.987302780151367
1,11.02338981628418,11.029585838317871
1,10.981000900268555,11.006032943725586
1,10.853277206420898,10.99632453918457
1,11.001328468322754,11.008889198303223
1,11.071330070495605,11.09751033782959
1,11.04437255859375,11.226725578308105
1,11.016267776489258,11.051278114318848
1,10.99145221710205,11.097054481506348
1,11.164071083068848,11.005477905273438
1,11.057283401489258,11.093870162963867
1,11.010614395141602,11.022223472595215
1,11.027520179748535,11.036389350891113
1,11.0435791015625,11.001112937927246
1,11.127852439880371,11.035236358642578
1,11.070751190185547,11.063178062438965
1,11.014193534851074,11.041463851928711
1,11.078907012939453,11.047731399536133
1,11.11463737487793,11.071599960327148
1,11.083559036254883,11.028393745422363
1,11.065913200378418,11.077513694763184
1,11.061455726623535,11.050654411315918
1,10.963817596435547,11.007767677307129
1,10.995165824890137,11.002680778503418
1,10.880573272705078,11.06336784362793
1,11.069807052612305,11.101007461547852
1,11.039435386657715,11.075701713562012
1,11.004197120666504,11.056241035461426
1,11.048102378845215,11.04244613647461
1,11.057029724121094,11.03361701965332
1,11.059017181396484,11.058233261108398
1,11.055315017700195,11.045259475708008
1,11.032968521118164,11.13142204284668
1,11.088586807250977,11.040173530578613
1,11.118010520935059,10.999616622924805
1,11.023529052734375,11.047582626342773
1,11.041714668273926,11.115478515625
1,11.000951766967773,11.015724182128906
1,10.992570877075195,11.023316383361816
1,11.0208158493042,11.028482437133789
1,11.017590522766113,10.913227081298828
1,11.007824897766113,11.047953605651855
1,11.027070999145508,10.995244979858398
1,11.006830215454102,11.010725021362305
1,10.968897819519043,10.99378490447998
1,11.07003402709961,11.092440605163574
1,11.038869857788086,11.040645599365234
1,11.07359504699707,11.109621047973633
1,11.019726753234863,10.972943305969238
1,11.051661491394043,11.059675216674805
1,11.06680965423584,11.037002563476562
1,11.003457069396973,11.051900863647461
1,11.030818939208984,11.031888008117676
1,10.986401557922363,11.062583923339844
1,10.991918563842773,10.965668678283691
1,10.995957374572754,10.98690128326416
1,11.045622825622559,11.097177505493164
1,11.011419296264648,11.032549858093262
1,10.989025115966797,11.09117317199707
1,10.96987247467041,11.070402145385742
1,11.093277931213379,11.017462730407715
1,11.021391868591309,11.010186195373535
1,11.076393127441406,10.976853370666504
1,11.037086486816406,11.091510772705078
1,11.011054039001465,11.18775463104248
1,11.047633171081543,11.072798728942871
1,11.038095474243164,11.024628639221191
1,11.033084869384766,11.052430152893066
1,11.018899917602539,11.156712532043457
1,11.037575721740723,10.993142127990723
1,11.065839767456055,10.939729690551758
1,10.98112678527832,11.0746431350708
1,11.000664710998535,10.991644859313965
1,11.029754638671875,11.056520462036133
1,11.080977439880371,11.078178405761719
1,10.983343124389648,11.028254508972168
1,11.015426635742188,10.941451072692871
1,11.132997512817383,11.075353622436523
